timestamp,message,Client_IP_Address,Server_IP_Address,User_Identifier,authentication,Date,Time,Request_Type,Request_list,Status_code,Size_of_Response,referrer,user_agent
1747626413839,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /promiseapp/css/bootstrap.min.css;jsessionid=DA93E585A14434992BD8FF8917978BDF HTTP/1.1"" 200 19705 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""5603",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /promiseapp/css/bootstrap.min.css;jsessionid=DA93E585A14434992BD8FF8917978BDF HTTP/1.1""",200,19705,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413839,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /core/modules/system/css/components/align.module.css HTTP/1.1"" 200 216 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""301",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /core/modules/system/css/components/align.module.css HTTP/1.1""",200,216,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /core/modules/system/css/components/container-inline.module.css HTTP/1.1"" 200 168 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""267",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /core/modules/system/css/components/container-inline.module.css HTTP/1.1""",200,168,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /core/modules/system/css/components/clearfix.module.css HTTP/1.1"" 200 221 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""339",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /core/modules/system/css/components/clearfix.module.css HTTP/1.1""",200,221,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /core/modules/system/css/components/hidden.module.css HTTP/1.1"" 200 649 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""305",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /core/modules/system/css/components/hidden.module.css HTTP/1.1""",200,649,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /themes/custom/promise/css/owl.carousel.min.css HTTP/1.1"" 200 1072 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""734",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /themes/custom/promise/css/owl.carousel.min.css HTTP/1.1""",200,1072,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /modules/contrib/eu_cookie_compliance/css/eu_cookie_compliance.css HTTP/1.1"" 200 1380 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""945",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /modules/contrib/eu_cookie_compliance/css/eu_cookie_compliance.css HTTP/1.1""",200,1380,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /themes/custom/promise/css/style.css?20200701 HTTP/1.1"" 200 4020 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""913",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /themes/custom/promise/css/style.css?20200701 HTTP/1.1""",200,4020,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /themes/custom/promise/css/style2.css?20230628 HTTP/1.1"" 200 5067 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""1722",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /themes/custom/promise/css/style2.css?20230628 HTTP/1.1""",200,5067,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /themes/custom/promise/js/m-me-link.js HTTP/1.1"" 200 587 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""354",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /themes/custom/promise/js/m-me-link.js HTTP/1.1""",200,587,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /themes/custom/promise/css/style3.css?20210308 HTTP/1.1"" 200 4410 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""939",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /themes/custom/promise/css/style3.css?20210308 HTTP/1.1""",200,4410,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"13.229.9.70 10.60.1.74 - - [19/May/2025:10:46:53 +0700] ""GET /java/branches.json HTTP/1.1"" 200 121219 ""-"" ""Java/11.0.24""148",13.229.9.70,10.60.1.74,-,-,2025-05-19,10:46:53,GET,"""GET /java/branches.json HTTP/1.1""",200,121219,"""-""",Java/11.0.24
1747626413840,"49.228.31.85 10.60.1.74 - - [19/May/2025:10:46:53 +0700] ""POST /api/mobile/v1/branch HTTP/1.1"" 200 31910 ""-"" ""Dart/3.1 (dart:io)""8576",49.228.31.85,10.60.1.74,-,-,2025-05-19,10:46:53,POST,"""POST /api/mobile/v1/branch HTTP/1.1""",200,31910,"""-""",Dart/3.1 (dart:io)
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /sites/default/files/library-select/css/frontend_online_application_form-b69542956979444620e4e030c51564b2.css HTTP/1.1"" 304 - ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""211",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /sites/default/files/library-select/css/frontend_online_application_form-b69542956979444620e4e030c51564b2.css HTTP/1.1""",304,-,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /themes/custom/promise/css/m-me-link.css?20240620 HTTP/1.1"" 200 160 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""305",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /themes/custom/promise/css/m-me-link.css?20240620 HTTP/1.1""",200,160,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /themes/custom/promise/images/app-store.png HTTP/1.1"" 304 - ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""188",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /themes/custom/promise/images/app-store.png HTTP/1.1""",304,-,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /themes/custom/promise/images/text-1751.png HTTP/1.1"" 304 - ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""139",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /themes/custom/promise/images/text-1751.png HTTP/1.1""",304,-,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /themes/custom/promise/images/icon-phone.png HTTP/1.1"" 304 - ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""189",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /themes/custom/promise/images/icon-phone.png HTTP/1.1""",304,-,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /themes/custom/promise/images/logo.png HTTP/1.1"" 304 - ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""157",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /themes/custom/promise/images/logo.png HTTP/1.1""",304,-,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /modules/contrib/webform/css/webform.form.css HTTP/1.1"" 200 1128 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""389",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /modules/contrib/webform/css/webform.form.css HTTP/1.1""",200,1128,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /themes/custom/promise/images/google-play.png HTTP/1.1"" 304 - ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""144",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /themes/custom/promise/images/google-play.png HTTP/1.1""",304,-,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"13.229.9.70 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /java/branches.json HTTP/1.1"" 200 121219 ""-"" ""Java/11.0.24""188",13.229.9.70,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /java/branches.json HTTP/1.1""",200,121219,"""-""",Java/11.0.24
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /sites/default/files/assets/store/Google_Play_Badge.png HTTP/1.1"" 304 - ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""192",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /sites/default/files/assets/store/Google_Play_Badge.png HTTP/1.1""",304,-,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /sites/default/files/assets/application/application-page-mgm_0.jpg HTTP/1.1"" 304 - ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""181",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /sites/default/files/assets/application/application-page-mgm_0.jpg HTTP/1.1""",304,-,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /sites/default/files/assets/application/application-page-main-kv.jpg HTTP/1.1"" 304 - ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""206",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /sites/default/files/assets/application/application-page-main-kv.jpg HTTP/1.1""",304,-,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /themes/custom/promise/images/roro.png HTTP/1.1"" 304 - ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""164",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /themes/custom/promise/images/roro.png HTTP/1.1""",304,-,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /sites/default/files/assets/store/App_Store_Badge.png HTTP/1.1"" 304 - ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""206",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /sites/default/files/assets/store/App_Store_Badge.png HTTP/1.1""",304,-,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /core/assets/vendor/domready/ready.min.js HTTP/1.1"" 302 210 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""199",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /core/assets/vendor/domready/ready.min.js HTTP/1.1""",302,210,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /themes/custom/promise/images/facebook.png HTTP/1.1"" 304 - ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""160",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /themes/custom/promise/images/facebook.png HTTP/1.1""",304,-,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /themes/custom/promise/images/youtube.png HTTP/1.1"" 304 - ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""179",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /themes/custom/promise/images/youtube.png HTTP/1.1""",304,-,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /themes/custom/promise/images/facebook-click.png HTTP/1.1"" 304 - ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""141",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /themes/custom/promise/images/facebook-click.png HTTP/1.1""",304,-,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
1747626413840,"1.1.190.227 10.60.1.13 - - [19/May/2025:10:46:53 +0700] ""GET /themes/custom/promise/images/line-click.png HTTP/1.1"" 304 - ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""188",1.1.190.227,10.60.1.13,-,-,2025-05-19,10:46:53,GET,"""GET /themes/custom/promise/images/line-click.png HTTP/1.1""",304,-,"""-""","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
